article,n_candidates,n_picks,cutoff_votes_rel,n_above_cutoff,n_tied_at_cutoff,slots_within_cutoff_tie,cutoff_inclusion_probability,ambiguous_cutoff
/story/2000138931781/anwalt-zanger-wegen-tweet-gegen-peter-pilz-verurteilt,69,1,151,0,1,1,1,FALSE
/story/2000138943380/warum-der-neue-vegane-supermarkt-in-wien-fuer-so-viel,317,5,101,4,1,1,1,FALSE
/story/2000138904121/asyl-aufnahmezentrum-traiskirchen-kratzt-an-kapazitaetsgrenze,251,4,131,3,1,1,1,FALSE
/story/2000138914517/bewohner-wundgelegen-und-unterernaehrt-schwere-missstaende-in-salzburger-pflegeheim,305,6,127,5,1,1,1,FALSE
/story/2000138935876/transphobe-ansichten-rowlings-neuer-krimi-heizt-debatte-wieder-an,143,2,209,1,1,1,1,FALSE
/story/2000138916399/zac-efron-spricht-ueber-ziemlich-schlimme-depression-bei-baywatch-training,24,4,42,3,1,1,1,FALSE
/story/2000138915884/luecken-bei-der-gis-orf-ringt-mit-ergebnis-2022-und,159,2,94,1,1,1,1,FALSE
/story/2000138934424/an-der-zukunftsfaehigkeit-von-gruenem-wasserstoff-gibt-es-zweifel,102,4,18,3,1,1,1,FALSE
/story/2000138903731/doomsday-gletscher-koennte-noch-schneller-abschmelzen-als-befuerchtet,42,5,15,4,1,1,1,FALSE
/story/2000138927856/verwaiste-pagoden-myanmar-und-das-ende-des-tourismus-traums,16,3,18,2,1,1,1,FALSE
/story/2000138904679/mautdie-strassen-der-zukunft,69,4,15,3,1,1,1,FALSE
/story/2000138887254/pure-am-praterstern-eroeffnet-veggielokal-am-brennpunkt,165,4,85,3,1,1,1,FALSE
/story/2000138937164/erdogans-drohung-mit-voelkermord,216,8,81,7,1,1,1,FALSE
/story/2000138905379/warum-wir-ueber-traurigkeit-reden-muessen,64,2,53,1,1,1,1,FALSE
/story/2000138913749/oevp-und-kanzleramt-stehen-nicht-ueber-dem-rechtsstaat,366,4,64,3,1,1,1,FALSE
/story/2000138899232/moral,207,3,66,2,1,1,1,FALSE
/story/2000138917461/leben-auf-dem-land-es-entsteht-eine-abwaertsspirale-wenn-frauen,106,6,65,5,1,1,1,FALSE
/story/2000138969841/enorme-lieferschwierigkeiten-bei-heizoel-in-oesterreich,258,5,64,4,1,1,1,FALSE
/story/2000138955350/bauernbund-praesident-konsumenten-greifen-zu-billigprodukten,125,5,40,4,1,1,1,FALSE
/story/2000138940939/oesterreichs-regierung-gegen-eu-vorschlag-fuer-preisobergrenze-bei-russischem-gas,270,6,48,5,1,1,1,FALSE
/story/2000138970628/landesweite-trauer-nach-dem-tod-der-queen-ausgerufen,122,5,28,4,2,1,0.5,TRUE
/story/2000138977139/signal-nach-europa-ukraine-draengt-russische-armee-bei-charkiw-zurueck,131,2,89,1,1,1,1,FALSE
/story/2000138975771/affaere-um-von-trump-entwendete-geheimakten-eskaliert,102,3,121,2,1,1,1,FALSE
/story/2000138954672/hat-das-commonwealth-unter-koenig-charles-iii-noch-eine-zukunft,174,5,34,4,2,1,0.5,TRUE
/story/2000138951070/wie-die-queen-langsam-aus-geldboersel-und-alltag-verschwinden-wird,59,3,67,2,1,1,1,FALSE
/story/2000138945925/operation-london-bridge-ist-mit-dem-tod-der-queen-angelaufen,107,8,55,7,1,1,1,FALSE
/story/2000138945370/queen-elizabeth-verstorben,944,3,138,2,1,1,1,FALSE
/story/2000138948397/charles-iii-ist-der-neue-koenig-von-grossbritannien-das-erwartet,334,7,64,6,1,1,1,FALSE
/story/2000138974449/klimabonus-oevp-sieht-rote-linie-ueberschritten-wenn-gruene-gesetz-nicht,602,5,164,4,1,1,1,FALSE
/story/2000138965403/ex-ministerin-kneissl-soll-in-planung-eines-schattengeheimdienstes-eingeweiht-gewesen,212,3,195,2,1,1,1,FALSE
/story/2000138937846/vp-tirol-chef-mattle-zu-weit-rechts-kann-und-will,136,5,17,4,2,1,0.5,TRUE
/story/2000138957976/plan-fuer-unabhaengigere-staatsanwaltschaft-steht-arbeitsgruppe-will-dreiersenate,28,5,15,4,1,1,1,FALSE
/story/2000138950825/was-steckt-hinter-dem-gemeinsamen-medientermin-von-rendi-wagner-und,330,4,52,3,1,1,1,FALSE
/story/2000138952681/landeshauptmann-wallners-auszeit-koennte-in-kuerze-enden,71,4,28,3,1,1,1,FALSE
/story/2000138976547/e-sim-plus-phishing-hacker-greifen-mit-perfidem-trick-oesterreichische,180,2,217,1,1,1,1,FALSE
/story/2000138944527/iphone-14-apples-ziemlich-problematischer-abschied-von-der-sim-karte,127,3,48,2,1,1,1,FALSE
/story/2000138970422/rapid-sieht-sich-vor-spiel-gegen-wac-im-aufwaertstrend,128,3,18,2,1,1,1,FALSE
/story/2000138955484/galatasaray-bestaetigt-sechs-millionen-euro-abloese-fuer-demir,201,6,47,5,1,1,1,FALSE
/story/2000138957475/porsche-formel-1-einstieg-bei-red-bull-racing-geplatzt,63,3,44,2,1,1,1,FALSE
/story/2000138937637/schummeln-am-schachbrett-weltmeister-carlsen-erhebt-schwere-vorwuerfe,191,4,104,3,1,1,1,FALSE
/story/2000138963842/757-000-dosen-des-angepassten-corona-impfstoffes-in-oesterreich-angekommen,51,3,18,2,1,1,1,FALSE
/story/2000138871884/gerichtsverfahren-um-schwerstbehinderte-minna-fuer-versicherung-leider-alternativlos,93,5,141,4,1,1,1,FALSE
/story/2000138959944/machtgefaelle-udnkolonialisierender-blick-auf-soziale-wirklichkeiten,152,7,29,6,1,1,1,FALSE
/story/2000138955713/die-queen-und-die-popkultur-ein-ambivalentes-verhaeltnis,37,4,17,3,3,1,0.333333333333333,TRUE
/story/2000138941315/schillernde-ausnahmefigur-jean-michel-basquiat-in-der-albertina,19,3,11,2,1,1,1,FALSE
/story/2000138951094/weltpremiere-von-ulrich-seidls-sparta-in-toronto-abgesagt,64,4,28,3,2,1,0.5,TRUE
/story/2000138818477/zeichen-der-zeit-wie-modelagenturen-arbeiten,35,3,17,2,1,1,1,FALSE
/story/2000138881713/single-mothers-by-choice-ohne-mann-zum-wunschkind,168,9,36,8,1,1,1,FALSE
/story/2000138922126/zehn-jahre-tinder-ihre-skurrilsten-und-schoensten-dating-geschichten,154,8,119,7,1,1,1,FALSE
/story/2000138895587/schuljause-wie-sah-diese-bei-ihnen-aus,230,4,57,3,1,1,1,FALSE
/story/2000138957307/tod-der-queen-ein-bisschen-traurig-ist-man-schon,54,4,12,3,2,1,0.5,TRUE
/story/2000138978373/hoehere-zinsen-teurere-kredite-wie-sich-die-ezb-auf-verbraucher,130,8,31,7,1,1,1,FALSE
/story/2000138965263/die-wahl-des-namens-keine-einfache-entscheidung-fuer-charles-iii,70,3,34,2,1,1,1,FALSE
/story/2000138984083/erste-rede-von-koenig-charles-iii-moegen-dich-engelscharen-zur,124,10,47,9,1,1,1,FALSE
/story/2000138992744/fpoe-blaest-in-tirol-zum-totalen-wahlkampf-kickl-will-bundeskanzler,539,2,79,1,1,1,1,FALSE
/story/2000138978090/bierernst-und-keine-reine-spasspartei,99,4,77,3,1,1,1,FALSE
/story/2000138990161/nach-sachslehners-ruecktritt-droht-der-oevp-eine-abspaltung-oder-rebellion,945,5,272,4,1,1,1,FALSE
/story/2000138987891/wer-laura-sachslehner-im-oevp-generalsekretariat-folgen-koennte,300,5,38,4,1,1,1,FALSE
/story/2000138967345/seehuetten-werden-zu-den-schlamms-von-rust,195,4,115,3,1,1,1,FALSE
/story/2000138985642/oevp-generalsekretaerin-laura-sachslehner-tritt-zurueck,2151,9,96,8,1,1,1,FALSE
/story/2000138987732/eine-raetselhafte-horrorfrau-spukt-durch-ki-generierte-bilder,131,5,45,4,1,1,1,FALSE
/story/2000138986722/wie-ein-warn-sms-einen-rolling-blackout-verhinderte,35,2,72,1,1,1,1,FALSE
/story/2000138985947/betreiber-von-ausbeuterischer-pornoseite-ist-unter-den-zehn-meistgesuchten-verbrechern,29,3,28,2,1,1,1,FALSE
/story/2000138992768/naechster-tiefschlag-fuer-rapid-13-zu-hause-gegen-wac,332,4,106,3,1,1,1,FALSE
/story/2000138992356/rose-traumstart-gegen-dortmund-bayern-in-der-mini-krise,35,4,55,3,1,1,1,FALSE
/story/2000138989181/eltern-bieten-belohnung-fuer-hinweise-auf-toten-bub-in-tirol,23,4,33,3,1,1,1,FALSE
/story/2000138987383/martin-ho-verlaesst-management-von-pratersauna-vie-i-pee-co,185,7,72,6,1,1,1,FALSE
/story/2000138989523/ulrich-seidls-sparta-am-dreh-beteiligte-weisen-vorwuerfe-zurueck,53,5,21,4,1,1,1,FALSE
/story/2000138933047/robbie-williams-ich-beleidige-nur-institutionen,23,3,21,2,1,1,1,FALSE
/story/2000138975422/wie-maechtig-ist-europa-wirklich,142,4,21,3,3,1,0.333333333333333,TRUE
/story/2000138974590/die-faelscher-von-veles-mit-fake-fotos-gegen-fake-news,26,4,12,3,1,1,1,FALSE
/story/2000138974549/wann-und-wo-sich-der-mensch-den-esel-erstmalsnutzbar-machte,20,1,29,0,1,1,1,FALSE
/story/2000138977359/fleckviehschau-oesterreich-sucht-die-superkuh,73,4,19,3,1,1,1,FALSE
/story/2000138970180/mein-vater-der-fuerst,77,3,40,2,1,1,1,FALSE
/story/2000138972822/teilzeitdebatte-muetter-unter-druck,80,6,81,5,1,1,1,FALSE
/story/2000138986585/sachslehner-ruecktrittin-der-sackgasse,325,4,87,3,1,1,1,FALSE
/story/2000138979070/der-populismus-darf-nicht-triumphieren,255,7,30,6,1,1,1,FALSE
/story/2000138978606/gottes-gnaden-werden-charles-iii-nicht-reichen,58,4,16,2,2,2,1,FALSE
/story/2000138987234/gruene-fordern-weniger-buerokratie-fuer-transpersonen,91,4,86,3,1,1,1,FALSE
/story/2000138998166/gewessler-will-19-grad-limit-in-oeffentlichen-gebaeuden-und-ein,683,6,83,5,1,1,1,FALSE
/story/2000139000256/tuerkisches-frachtschiff-in-der-aegaeis-beschossen,47,3,28,2,1,1,1,FALSE
/story/2000138999817/kneissl-sieht-energiekrise-von-europa-selbst-provoziert,189,5,37,4,1,1,1,FALSE
/story/2000138971111/faschismus-vorwurf-giorgia-meloni-und-die-brueder-italiens,138,1,103,0,1,1,1,FALSE
/story/2000138956928/themen-migration-und-kriminalitaet-ueberschatten-wahl-in-schweden,317,5,159,4,1,1,1,FALSE
/story/2000139004169/nach-sachslehner-ruecktritt-oevp-haelt-richtungsstreit-klein,206,5,33,4,1,1,1,FALSE
/story/2000139002067/tiroler-seilbahnchef-franz-hoerl-kritisiertideologiebesessenheit-der-gruenen,442,6,60,5,1,1,1,FALSE
/story/2000138898813/geburtstagskind-tinder-happy-swipe-to-you,48,4,20,3,2,1,0.5,TRUE
/story/2000139003885/arnautovic-schiesst-bologna-zu-erstem-saisonsieg,67,3,73,2,1,1,1,FALSE
/story/2000138996479/kiesenhofer-bei-vuelta-nach-150-km-solo-noch-eingeholt,31,4,31,3,1,1,1,FALSE
/story/2000138961826/die-frauen-von-afghanistan-hintergangen-und-im-stich-gelassen,82,5,77,4,1,1,1,FALSE
/story/2000139004333/die-entmuendigung,172,4,149,3,1,1,1,FALSE
/story/2000138999839/sachslehner-ruecktritt-der-blossgestellte-parteichef,420,6,73,5,1,1,1,FALSE
/story/2000139015932/preisbremse-macht-optima-kunden-von-wien-energie-unentspannt,170,6,30,5,1,1,1,FALSE
/story/2000139012048/langsamer-fahren-lueften-kuerzer-duschen-das-sind-die-energiespartipps-der,1113,5,342,4,1,1,1,FALSE
/story/2000139002249/hoelzerne-reserve-sollen-die-erzeuger-pellets-bevorraten-muessen,168,3,65,2,1,1,1,FALSE
/story/2000139027863/die-rechten-schwedendemokraten-sind-die-grossen-gewinner-der-wahl,144,4,116,3,1,1,1,FALSE
/story/2000139009968/giorgia-meloni-und-ihr-problem-mit-den-frauen,96,4,27,3,1,1,1,FALSE
/story/2000139006874/exit-polls-mitte-links-block-bei-wahl-in-schweden-vorn,357,6,152,5,1,1,1,FALSE
/story/2000139032430/stiller-frust-nach-rabiatem-abschied-von-laura-sachslehner,317,9,56,8,1,1,1,FALSE
/story/2000139010609/tiroler-oevp-bauernjugend-muss-816-000-euro-coronahilfe-zurueckzahlen,735,7,126,6,1,1,1,FALSE
/story/2000139017314/nach-kritik-von-fachleuten-sigmund-freud-privatuni-droht-ende-des,264,4,83,3,1,1,1,FALSE
/story/2000138959051/ein-leben-in-der-schule-zu-besuch-beim-schulwart-mit,29,3,35,2,1,1,1,FALSE
/story/2000139031998/ios-16-ist-da-diese-neuerungen-bringt-das-update-fuer,62,3,26,2,1,1,1,FALSE
/story/2000139018285/app-statt-sms-bank-austria-dreht-sms-tans-fuer-online,132,5,21,4,1,1,1,FALSE
/story/2000139027230/muster-ueber-tenniskoenig-alcaraz-er-kann-sich-ueberall-verbessern,31,6,23,5,1,1,1,FALSE
/story/2000139005189/betrugsvorwuerfe-was-hat-carlsen-in-der-hinterhand,204,3,104,2,1,1,1,FALSE
/story/2000139003764/katastrophenstimmung-und-chaos-in-huetteldorf-angst-essen-rapid-auf,364,3,109,2,1,1,1,FALSE
/story/2000139008023/wunderkind-am-ziel-alcaraz-gewinnt-us-open-und-ist-neue,101,5,31,3,2,2,1,FALSE
/story/2000139013822/autounfall-bei-illegalem-rennen-in-wien-unbeteiligte-frau-getoetet,748,6,156,5,1,1,1,FALSE
/story/2000139013272/prozess-um-unsportliches-ende-des-ausflugs-ins-fussballstadion,26,1,69,0,1,1,1,FALSE
/story/2000139016198/klimaschuetzer-blockierten-wiener-franz-josefs-kai,161,9,34,7,2,2,1,FALSE
/story/2000139010768/im-zentrum-spezial-zur-bundespraesidenten-wahlbizarre-runde-mit-elefant-im,653,4,96,3,1,1,1,FALSE
/story/2000138904984/orf-manager-prantner-zum-abschied-kampf-um-gis-legitimation-ist,88,5,49,4,1,1,1,FALSE
/story/2000139011525/legendaerer-schicksalsstein-wird-zur-kroenung-von-charles-iii-an-london,56,5,19,3,2,2,1,FALSE
/story/2000138818520/judith-holofernes-ich-stand-kurz-vor-dem-burnout,91,4,25,3,1,1,1,FALSE
/story/2000139022635/putin-in-bedraengnis,100,3,62,2,2,1,0.5,TRUE
/story/2000139020222/tv-duelle-zur-praesidentenwahl-van-der-bellen-soll-mitreden,346,3,45,2,1,1,1,FALSE
/story/2000139004784/arme-koennen-sich-klimaschutz-nicht-leisten,128,5,33,4,1,1,1,FALSE
/story/2000139070239/hitziger-streit-sollen-heizschwammerl-verboten-werden,530,6,87,5,1,1,1,FALSE
/story/2000139057041/regierung-einigt-sich-auf-modalitaeten-zur-kalten-progression,250,6,53,5,2,1,0.5,TRUE
/story/2000139029034/wie-norwegen-von-der-energiekrise-profitiert,57,2,29,0,2,2,1,FALSE
/story/2000139032452/keine-abholzung-mehr-fuer-europas-fleisch-kaffee-und-co,91,4,21,3,1,1,1,FALSE
/story/2000139035269/schwere-kaempfe-zwischen-aserbaidschan-und-armenien,72,4,24,3,2,1,0.5,TRUE
/story/2000139064111/vorsichtiger-optimismus-in-der-ukraine,108,4,116,3,1,1,1,FALSE
/story/2000139055429/serbiens-praesident-vucic-soll-neue-partei-mein-serbien-gruenden,15,1,4,0,3,1,0.333333333333333,TRUE
/story/2000139038739/mehrere-verhaftungen-wegen-monarchiekritik-rund-um-queen-trauer,136,5,38,4,1,1,1,FALSE
/story/2000139030535/gegenoffensivehat-sich-das-blatt-in-der-ukraine-gewendet,219,4,80,3,1,1,1,FALSE
/story/2000139026070/alleingelassen-mit-einer-fluechtlingsfamilie,183,7,59,6,1,1,1,FALSE
/story/2000139047491/ein-jahr-kpoe-buergermeisterin-in-graz-abgeblasene-revolution,154,5,71,4,1,1,1,FALSE
/story/2000139042307/unrechtmaessige-corona-hilfen-fuer-oevp-was-der-fall-jungbauern-bedeutet,420,4,89,3,1,1,1,FALSE
/story/2000139036526/beraterkosten-in-millionenhoehe-bei-krankenkassenfusion,293,3,74,2,1,1,1,FALSE
/story/2000138921097/mystery-boxen-im-media-markt-das-skurrile-geschaeft-mit-teuren,423,6,81,5,1,1,1,FALSE
/story/2000139043057/ios-16-ansturm-auf-grosses-update-laesst-apple-server-aechzen,32,3,7,2,2,1,0.5,TRUE
/story/2000138704191/flott-bis-fuerchterlich-so-fahren-sich-wiens-leih-e-scooter,124,4,68,3,1,1,1,FALSE
/story/2000139075822/zwei-tore-in-nachspielzeit-bescheren-sporting-sieg-gegen-tottenham,69,4,29,3,1,1,1,FALSE
/story/2000139053032/teamchef-rangnick-nominiert-erstmals-muhammed-cham,120,5,37,4,1,1,1,FALSE
/story/2000139028703/florian-grillitsch-bei-ajax-amsterdam-konkurrenz-und-einsatzchancen-was-erwartet,21,2,20,1,1,1,1,FALSE
/story/2000139050268/toedlicher-unfall-in-wien-lenker-bestreitet-autorennen,125,4,73,3,1,1,1,FALSE
/story/2000139026342/in-23-seidln-durch-wien-ein-selbstversuch-bei-dem-freud,459,2,183,1,1,1,1,FALSE
/story/2000139053504/alkolenker-in-kaernten-fuer-toetung-von-zwei-menschen-verurteilt,78,1,202,0,1,1,1,FALSE
/story/2000138834915/chemiewerk-an-der-donau-melker-kaempfen-gegen-saeurefabrik,157,6,41,5,1,1,1,FALSE
/story/2000139020026/wien-will-noch-heuer-neue-regeln-rund-um-leihscooter-praesentieren,134,3,36,2,2,1,0.5,TRUE
/story/2000139022081/die-haelfte-aller-gerodeten-regenwaldflaechen-wird-nie-zu-anbaugebiet,19,3,9,2,1,1,1,FALSE
/story/2000138882086/fuer-immer-das-kind,36,6,24,5,1,1,1,FALSE
/story/2000139059639/oevp-retour-zur-fpoe,172,4,32,3,1,1,1,FALSE
/story/2000138293241/willkommen-zum-neuen-forum-des-standard,1143,1,143,0,1,1,1,FALSE
/story/2000139040874/off-topic-forum-158,2578,1,27,0,1,1,1,FALSE
/story/2000139028385/die-sanktionen-wirken-aber-in-beide-richtungen,252,5,43,4,1,1,1,FALSE
/story/2000139028186/gott-schuetze-oesterreich,285,5,24,4,1,1,1,FALSE
/story/2000139024771/die-energiepreistreiber-und-ihre-ermoeglicher-vaeterchen-putin-lacht-sich-einen,183,4,36,3,1,1,1,FALSE
/story/2000139025328/kein-einiges-russland,49,2,131,1,1,1,1,FALSE
/story/2000139038399/sollen-toedliche-autorennen-mit-mord-geahndet-werden,338,4,37,3,1,1,1,FALSE
/story/2000139051953/frauen-muessen-sich-vor-abtreibung-in-ungarn-kuenftig-herztoene-des,102,3,60,2,1,1,1,FALSE
/story/2000139015102/neuverfilmung-von-arielle-schau-sie-ist-auch-schwarz,392,6,61,4,2,2,1,FALSE
/story/2000139098399/wksta-leitet-ermittlungsverfahren-im-zusammenhang-mitwien-energie-ein,264,3,55,2,1,1,1,FALSE
/story/2000139100180/viele-firmen-koennen-wegen-personalmangels-nicht-mehr-normal-wirtschaften,464,3,367,2,1,1,1,FALSE
/story/2000139091792/ex-kanzler-kern-uebernimmt-fuehrung-bei-european-locomotive-leasing,50,2,47,1,1,1,1,FALSE
/story/2000139071990/eu-ringt-um-entscheidung-ist-holz-ein-erneuerbarer-energietraeger,173,4,62,3,1,1,1,FALSE
/story/2000139051165/regierung-sieht-belege-fuer-wirksamkeit-der-russland-sanktionen-ohne-evaluierung,137,5,20,4,1,1,1,FALSE
/story/2000139105880/machtwechsel-in-schweden-regierungschefin-andersson-tritt-zurueck,248,4,115,3,1,1,1,FALSE
/story/2000139074601/indien-fordert-diamant-von-britischer-monarchie-zurueck,155,4,48,3,1,1,1,FALSE
/story/2000139080948/russland-schleuste-300-millionen-dollar-an-auslaendische-parteien-und-politiker,234,4,77,2,2,2,1,FALSE
/story/2000139081208/von-der-leyens-rede-zur-lage-der-union-es-steht,110,5,40,4,1,1,1,FALSE
/story/2000139077502/verstorbene-elizabeth-ii-wird-in-westminster-hall-aufgebahrt,36,5,20,4,1,1,1,FALSE
/story/2000139087461/neue-skandale-aus-vorarlberg-auftragsvergabe-am-rande-von-veranstaltung,341,2,238,1,1,1,1,FALSE
/story/2000139035730/grossflaechige-loeschungen-warum-die-wksta-so-viele-daten-aus-dem,111,3,95,2,1,1,1,FALSE
/story/2000139063803/tassilo-wallentin-kann-mit-starrer-parteiideologie-nichts-anfagen,268,5,56,4,1,1,1,FALSE
/story/2000139045996/luxusgueter-was-kostet-uns-der-strom-fuer-smartphone-konsole-und,334,6,106,5,1,1,1,FALSE
/story/2000139088535/hassposting-urteil-klimaaktivistin-neubauer-liess-konto-von-rechtem-autor-pfaenden,84,6,44,5,1,1,1,FALSE
/story/2000139103153/salzburg-schlaegt-chelsea-11,230,5,86,4,1,1,1,FALSE
/story/2000139103092/ac-milan-siegt-gegen-dinamo-zagreb-mit-31,33,3,16,2,1,1,1,FALSE
/story/2000139100674/26-jaehriger-fahrer-nach-autounfall-in-wien-enthaftet,336,2,102,1,1,1,1,FALSE
/story/2000139096060/kritik-an-polizei-nach-einsatz-auf-juengster-corona-demo-in,142,4,361,2,2,2,1,FALSE
/story/2000139089058/prozess-um-hitzige-diskussion-in-heissem-wartezimmer,22,3,23,2,1,1,1,FALSE
/story/2000139081230/doppelmord-in-wien-verdaechtiger-in-frankreich-festgenommen,44,4,99,3,1,1,1,FALSE
/story/2000139070622/polizei-schickt-asylsuchende-quer-durchs-land-viele-stranden-oder-verschwinden,256,8,87,7,1,1,1,FALSE
/story/2000139062485/philosophin-lisz-hirn-putin-droht-uns-mit-dem-digitalen-ende,41,1,26,0,1,1,1,FALSE
/story/2000139051436/buecher-als-geschenke-geht-das-bei-ihnen-gut,47,1,19,0,1,1,1,FALSE
/story/2000139077289/koproduzenten-suchen-distanz-zu-ulrich-seidls-produktionsfirma,145,7,30,5,2,2,1,FALSE
/story/2000139094754/wiener-mediendiskursstudie-der-standard-meistgenutzte-nachrichtenseite-hinter-hinter-orfat,41,3,21,2,1,1,1,FALSE
/story/2000138959009/das-sind-die-gefaehrlichsten-tauchspots-der-welt,87,4,50,3,1,1,1,FALSE
/story/2000138817808/im-test-grillkaese,62,4,23,3,1,1,1,FALSE
/story/2000139047959/der-oesterreichische-urlaubshunger-scheint-vorerst-gestillt,64,5,34,4,1,1,1,FALSE
/story/2000139090335/angeordnete-trauerbeflaggung-seltsames-fahnensignal-fuer-eine-tote-koenigin,262,3,68,2,1,1,1,FALSE
/story/2000138934777/quiz-wie-gross-sind-diese-europaeischen-staedte,89,5,15,4,1,1,1,FALSE
/story/2000139080191/proteste-gegen-charles-iii-er-bekommt-das-tausendfache-des-durchschnittlichen,124,6,28,5,1,1,1,FALSE
/story/2000139135781/china-setzt-auf-seine-hochtechnologie-als-neuen-wachstumstreiber,113,3,76,2,1,1,1,FALSE
/story/2000139119811/kritik-an-der-abschaffung-der-kalten-progression-von-mogelpackung-bis,128,4,34,2,2,2,1,FALSE
/story/2000139109807/patagonia-gruender-gibt-firma-ab-um-gewinne-fuer-kampf-gegen,43,2,77,1,1,1,1,FALSE
/story/2000139096870/aus-fuer-kalte-progression-wie-mehr-netto-vom-brutto-bleibt,248,4,71,3,1,1,1,FALSE
/story/2000139136032/eu-parlament-spricht-ungarn-demokratie-status-ab,155,4,78,3,1,1,1,FALSE
/story/2000139114275/china-und-russland-wollen-poroeses-buendnis-festigen,155,5,27,4,1,1,1,FALSE
/story/2000139110158/ukrainischer-praesident-selenskyj-bei-autounfall-nicht-ernsthaft-verletzt,20,4,23,2,2,2,1,FALSE
/story/2000139097884/wie-der-preisschock-joe-bidens-party-verdirbt,26,1,61,0,1,1,1,FALSE
/story/2000139131298/oevp-warnte-intern-schon-2020-dass-jungbauern-parteiverein-seien,210,3,93,2,1,1,1,FALSE
/story/2000139125981/gebi-mair-wir-gruenen-haben-viele-projekte-in-dieser-regierung,165,5,38,4,1,1,1,FALSE
/story/2000139109746/wie-die-unabhaengige-generalstaatsanwaltschaft-aussehen-soll,40,5,4,4,2,1,0.5,TRUE
/story/2000139094204/praesidentschaftskandidat-michael-brunner-das-ist-sicherlich-kein-staatsstreich,543,4,261,3,1,1,1,FALSE
/story/2000139126968/roger-federer-beendet-seine-tenniskarriere,264,4,62,3,1,1,1,FALSE
/story/2000139101993/ultratriathletin-alexandra-meixner-frau-ohne-grenzen,52,2,59,1,1,1,1,FALSE
/story/2000139115529/guardiola-analysiert-haaland-oh-mein-gott,37,1,48,0,1,1,1,FALSE
/story/2000139114502/salzburg-holt-den-naechsten-punkt-wir-mussten-echt-leiden,38,2,97,1,1,1,1,FALSE
/story/2000139125131/toedlicher-autounfall-in-wienvermutlich-kein-illegales-rennen,196,2,64,1,1,1,1,FALSE
/story/2000139126360/wiener-liniendiskriminierung-bei-semestertickets-verurteilt,95,3,72,2,1,1,1,FALSE
/story/2000139105349/27-jaehriger-polizist-bei-uebung-toedlich-verletzt,326,5,98,4,1,1,1,FALSE
/story/2000139102532/ozzy-osbourne-ein-glaubensbekenntnis-in-schwarz,47,4,14,2,2,2,1,FALSE
/story/2000139119254/tassilo-wallentin-bei-milborn-spezial-auf-puls-24-das-frauenbild,70,6,38,5,1,1,1,FALSE
/story/2000139111653/orf-politikchef-buerger-sagt-servus-tv-fans-er-schaue-auch,475,4,265,3,1,1,1,FALSE
/story/2000139083059/beste-comedy-serien-welche-bringen-sie-zum-lachen,176,4,26,3,1,1,1,FALSE
/story/2000139101689/naturschutz-hat-bedrohte-schmetterlinge-vor-dem-aussterben-bewahrt,8,1,7,0,1,1,1,FALSE
/story/2000139079827/unsterbliche-islandmuscheln-erzaehlen-vom-kippen-des-ozeans,16,2,44,1,1,1,1,FALSE
/story/2000139096988/pro-und-contra-e-bike,275,4,31,3,1,1,1,FALSE
/story/2000139017288/promis-farben-glitzer-das-war-die-new-york-fashion-week,36,2,11,1,1,1,1,FALSE
/story/2000139129352/causa-bauernbund-die-dreistigkeit-der-oevp,116,3,197,2,1,1,1,FALSE
/story/2000139083446/das-neue-rechts-kommt-auch-von-links,309,3,122,2,1,1,1,FALSE
/story/2000139101713/putin-hat-sich-verkalkuliert,180,2,395,1,1,1,1,FALSE
/story/2000139096241/katholische-kirche-kein-segen-fuer-den-sex,205,5,31,4,1,1,1,FALSE
/story/2000138918720/welche-woerter-schreiben-sie-immer-falsch,273,1,50,0,1,1,1,FALSE
/story/2000139039175/duerfen-frauen-altern,265,5,42,4,1,1,1,FALSE
/story/2000139092081/die-monarchin-schweigt-schoen,116,4,48,3,1,1,1,FALSE
/story/2000139114334/grosser-andrang-auf-caritas-lebensmittelausgaben-es-hilft-uns-zu-ueberleben,46,3,48,2,1,1,1,FALSE
/story/2000139142926/inflation-lag-im-august-bei-9-3-prozent,308,4,75,3,1,1,1,FALSE
/story/2000139133766/solarstrom-in-italien-im-land-der-sonnenguertel,62,2,117,1,1,1,1,FALSE
/story/2000139174430/gefluechtete-auf-millionaersinselstreit-ueber-zuwanderung-in-usa-eskaliert,149,1,141,0,1,1,1,FALSE
/story/2000139144493/massengrabfund-ueber-den-in-einem-waldstueck-haben-nach-ukrainischen-angaben,113,4,70,3,1,1,1,FALSE
/story/2000139165046/italien-nach-der-rekordduerre-die-sintflut,75,4,106,3,1,1,1,FALSE
/story/2000139140784/florida-schickte-migranten-auf-noble-us-insel-mit-mehrheitlich-demokratischen,143,5,62,4,1,1,1,FALSE
/story/2000139133997/muenchner-oktoberfest-die-wiesn-fuerchtet-corona-und-layla,330,3,125,2,1,1,1,FALSE
/story/2000139157593/kogler-fuer-einfachere-aenderung-des-geschlechts-am-amt-wuerde-zu,464,5,80,4,1,1,1,FALSE
/story/2000139164861/strache-ehe-gescheitert,399,3,144,2,1,1,1,FALSE
/story/2000139142740/tirols-oevp-spitzenkandidat-mattle-isst-eis-wie-ein-normaler,308,2,118,1,1,1,1,FALSE
/story/2000139141276/kampf-gegen-lehrermangel-neos-fordern-massnahmen-gegen-teilzeit-bei-lehrkraeften,259,8,64,7,1,1,1,FALSE
